Age,Education,Dependents,Residence_Type,City_Tier,Years_at_Current_Job,Total_Work_Experience,Monthly_Income,Other_Income,Existing_Loans,Existing_Loan_Amount,Monthly_EMI,Debt_to_Income,Savings,Investments,Bank_Balance,Credit_Card_Utilization,Number_of_Bank_Accounts,Number_of_Credit_Cards,Credit_Score,Loan_Defaults,Missed_Payments,Loan_Amount,Loan_Tenure,Interest_Rate,Collateral,Collateral_Value,Loan_to_Value,Total_Debt_Exposure,Marital_Status_Married,Marital_Status_Single,Marital_Status_Widowed,Employment_Type_Private,Employment_Type_Self-Employed,Employment_Type_Skilled Labor,Employment_Type_Unemployed,Tax_Return_Filed_Unknown,Tax_Return_Filed_Yes,Loan_Purpose_Education,Loan_Purpose_Home,Loan_Purpose_Medical,Loan_Purpose_Personal,Loan_Purpose_Vehicle
43,4,0,0,1,2,9,57042,22213.0,1,2428720,25694,45.04,545204.0,0.0,642371.0,53.69,1,1,626.0,0,0,2534646,10,11.77,1,3767866.0,67.27,4963366,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33,3,2,1,1,0,0,52747,86843.0,0,0,0,0.0,772342.0,334772.0,766487.0,0.0,2,1,652.0,0,0,3570195,30,10.29,1,5708916.0,62.54,3570195,1,0,0,1,0,0,0,0,1,0,1,0,0,0
51,5,2,1,1,1,3,92365,0.0,2,6507652,135184,95.0,290512.0,564498.0,299863.0,59.44,2,2,505.0,0,2,4042036,25,15.23,0,3135356.0,65.88499999999999,10549688,1,0,0,0,0,0,0,0,1,0,1,0,0,0
53,1,0,1,1,8,31,197366,0.0,0,0,0,0.0,1332692.0,738764.0,497203.0,20.57,3,3,697.0,0,0,781025,10,11.9,0,3135356.0,65.88499999999999,781025,0,0,1,0,1,0,0,0,1,1,0,0,0,0
27,3,1,1,2,2,3,74416,0.0,2,3851775,38451,51.67,889970.0,0.0,1005837.0,21.69,2,2,565.0,0,2,2922104,20,14.11,1,3934177.0,74.27,6773879,1,0,0,1,0,0,0,0,1,0,1,0,0,0
34,3,0,1,3,2,2,87221,13393.0,0,0,0,0.0,369468.0,0.0,350225.0,55.18,5,1,667.0,0,0,2440562,10,10.74,1,3929040.0,62.12,2440562,0,1,0,0,0,0,0,0,1,0,0,0,0,0
27,1,3,0,4,0,4,57870,0.0,0,0,0,0.0,748500.0,0.0,826251.0,42.05,2,2,689.0,0,0,502601,2,11.65,0,3135356.0,65.88499999999999,502601,1,0,0,1,0,0,0,0,1,0,0,1,0,0
52,1,1,1,1,15,18,82040,0.0,2,3368137,37702,45.96,825661.0,0.0,763775.0,75.16,3,2,621.0,0,0,2899029,25,13.41,1,3728469.0,77.75,6267166,1,0,0,1,0,0,0,0,1,0,1,0,0,0
39,1,1,1,1,0,0,103352,0.0,1,5708421,42778,41.39,1653073.0,586240.0,1529250.0,55.51,3,1,475.0,1,3,443482,7,15.43,0,3135356.0,65.88499999999999,6151903,1,0,0,0,1,0,0,0,1,1,0,0,0,0
35,1,0,1,1,4,4,15755,0.0,0,0,0,0.0,208018.0,402510.0,86718.0,46.92,2,1,639.0,0,0,249621,5,13.51,0,3135356.0,65.88499999999999,249621,0,1,0,0,0,0,1,0,0,0,0,0,1,0
54,1,3,0,4,0,0,24369,0.0,0,0,0,0.0,164126.0,0.0,199305.0,27.22,1,1,630.0,0,0,260261,3,12.49,1,429372.0,60.61,260261,1,0,0,0,0,1,0,0,1,0,0,0,1,0
52,3,1,1,1,13,30,131408,0.0,0,0,0,0.0,502563.0,60575.0,443875.0,33.72,2,2,660.0,0,0,364547,5,10.65,0,3135356.0,65.88499999999999,364547,1,0,0,0,1,0,0,0,1,0,0,0,1,0
45,3,0,0,3,8,13,59267,0.0,0,0,0,0.0,240204.0,0.0,258714.0,45.25,2,1,695.0,0,0,759991,3,10.65,0,3135356.0,65.88499999999999,759991,0,1,0,0,0,0,0,0,1,0,0,0,1,0
49,1,2,1,2,12,21,79283,55315.0,0,0,0,0.0,844390.0,0.0,595305.0,28.45,1,2,691.0,0,0,4976449,30,11.14,1,6462724.0,77.0,4976449,1,0,0,0,1,0,0,0,1,0,1,0,0,0
48,4,1,1,1,0,14,89422,9991.0,2,3761930,32419,36.25,624183.0,366288.0,412291.0,43.75,5,1,637.0,0,0,2575519,30,13.0,1,3091441.0,83.31,6337449,1,0,0,1,0,0,0,0,1,0,1,0,0,0
46,1,0,1,2,2,16,39350,0.0,0,0,0,0.0,780952.0,223345.0,763979.0,30.11,4,2,658.0,0,0,714296,2,11.38,0,3135356.0,65.88499999999999,714296,1,0,0,0,0,0,1,0,0,0,0,0,1,0
38,4,2,1,1,5,15,78419,37613.0,3,6050044,62060,79.14,140261.0,36101.0,197644.0,46.66,1,1,502.0,0,4,538418,3,15.32,0,3135356.0,65.88499999999999,6588462,1,0,0,1,0,0,0,0,1,0,0,0,1,0
23,3,0,1,1,0,1,52861,0.0,0,0,0,0.0,477505.0,0.0,259702.0,0.0,2,1,698.0,0,0,1549680,30,11.85,1,2370516.0,65.37,1549680,0,1,0,1,0,0,0,0,1,0,1,0,0,0
38,1,2,1,2,11,16,84363,13715.0,0,0,0,0.0,1498838.0,507586.0,1644611.0,40.33,4,3,687.0,0,0,3764258,20,11.95,1,4517989.0,83.32,3764258,1,0,0,0,1,0,0,0,1,0,1,0,0,0
26,1,0,1,2,0,0,1567,61123.0,2,112475,1410,89.98,3180.0,0.0,1599.0,45.89,2,1,339.0,1,5,6202,5,15.42,1,7659.0,80.98,118677,0,1,0,0,0,0,1,0,1,0,0,0,0,1
30,4,0,1,3,2,4,67377,32541.0,2,4673749,59818,88.78,214109.0,0.0,256610.0,51.28,2,2,543.0,0,1,1003206,5,13.89,1,1092480.0,91.83,5676955,0,1,0,1,0,0,0,0,1,0,0,0,0,1
25,2,0,0,4,0,0,52457,0.0,1,365088,4310,8.22,154977.0,0.0,99174.0,52.47,1,1,537.0,1,0,2090315,25,16.67,1,2645051.0,79.03,2455403,0,1,0,0,1,0,0,0,1,0,1,0,0,0
43,0,0,0,3,14,15,42272,0.0,0,0,0,0.0,378430.0,260359.0,216631.0,23.23,3,1,650.0,0,0,2878679,15,10.83,1,3845221.0,74.86,2878679,0,0,0,0,0,1,0,0,0,0,1,0,0,0
35,0,1,1,1,0,9,56423,0.0,4,2915909,31184,55.27,629940.0,0.0,784082.0,98.98784180197512,1,1,523.0,0,3,4301340,15,16.63,1,4990800.0,86.19,7217249,1,0,0,0,0,1,0,0,0,0,1,0,0,0
39,1,2,1,1,18,18,128743,0.0,2,5021662,50405,39.15,379267.0,300039.0,473054.0,58.35,2,2,609.0,0,1,1094311,2,13.36,0,3135356.0,65.88499999999999,6115973,1,0,0,1,0,0,0,0,1,0,0,1,0,0
32,0,2,1,2,4,5,56324,0.0,0,0,0,0.0,1103698.0,457309.0,470031.0,38.12,3,1,657.0,0,0,1209102,10,11.44,0,3135356.0,65.88499999999999,1209102,1,0,0,0,1,0,0,0,1,0,0,0,0,0
36,3,1,1,1,1,4,78374,0.0,1,2553415,24203,30.88,1040052.0,660371.0,1102789.0,7.86,1,1,569.0,0,2,621643,3,13.83,1,1268941.0,48.99,3175058,0,1,0,0,0,0,0,0,1,0,0,0,1,0
38,3,0,0,4,4,5,33930,0.0,0,0,0,0.0,598013.0,65238.0,331928.0,36.48,3,1,677.0,0,0,1238513,10,10.54,1,2402375.0,51.55,1238513,0,1,0,1,0,0,0,0,1,0,0,0,0,0
27,3,0,1,1,3,3,43384,22569.0,1,1373935,17330,39.95,280554.0,102209.0,334575.0,74.94,2,1,597.0,0,1,413099,5,14.31,1,669490.0,61.7,1787034,0,1,0,1,0,0,0,0,1,0,0,0,0,1
42,3,3,0,4,2,3,63799,5124.0,1,1950520,19788,31.02,386509.0,150757.0,310242.0,35.82,3,2,583.0,0,1,2961776,20,14.64,1,4340988.0,68.23,4912296,1,0,0,1,0,0,0,0,0,0,1,0,0,0
29,1,1,0,4,6,8,40048,0.0,0,0,0,0.0,951142.0,191457.0,310275.0,98.98784180197512,2,1,657.0,0,0,297762,3,10.57,1,513147.0,58.03,297762,1,0,0,0,0,1,0,0,0,0,0,0,0,1
45,2,0,1,1,0,16,133506,0.0,0,0,0,0.0,326053.0,636149.0,471115.0,30.69,3,3,703.0,0,0,546371,5,10.26,1,814318.0,67.1,546371,1,0,0,1,0,0,0,0,0,0,0,0,0,1
37,4,2,1,2,1,1,75625,0.0,2,3965454,31133,41.17,233687.0,450642.0,269256.0,34.24,3,2,582.0,0,2,308489,5,16.64,1,495122.0,62.31,4273943,1,0,0,0,0,0,0,0,1,0,0,0,0,1
31,4,0,1,1,1,5,91597,0.0,0,0,0,0.0,1595519.0,1328580.0,1455801.0,23.36,3,2,703.0,0,0,954540,3,10.07,1,1418436.0,67.3,954540,1,0,0,1,0,0,0,0,1,0,0,0,1,0
39,4,2,1,1,0,5,83134,19212.0,0,0,0,0.0,296462.0,0.0,264576.0,4.97,2,2,663.0,0,0,578545,3,10.25,0,3135356.0,65.88499999999999,578545,1,0,0,0,0,0,0,0,1,0,0,0,1,0
35,3,2,1,1,3,9,78634,17447.0,1,3660009,37751,48.01,315775.0,0.0,231916.0,39.27,1,2,611.0,0,0,3588653,20,12.94,1,6438048.0,55.74,7248662,1,0,0,1,0,0,0,0,1,0,1,0,0,0
32,3,1,1,1,2,4,39911,0.0,2,2340395,27980,70.11,193204.0,48161.0,134992.0,44.41,1,0,419.0,1,4,2618028,25,15.01,1,3273034.0,79.99,4958423,1,0,0,1,0,0,0,0,1,0,1,0,0,0
50,3,1,1,1,7,22,147600,0.0,2,10826753,82858,56.14,396431.0,65870.0,395963.0,64.88,3,3,434.0,1,4,1629623,5,16.62,1,2254764.0,72.27,12456376,1,0,0,0,1,0,0,0,1,0,0,0,0,1
28,3,3,1,3,0,4,32224,55408.0,1,1079585,11531,35.78,205444.0,0.0,83713.0,13.5,2,2,621.0,0,1,357872,5,13.07,1,472635.0,75.72,1437457,1,0,0,1,0,0,0,0,0,0,0,0,0,1
39,1,2,0,4,2,7,14818,0.0,1,148067,1748,11.8,257062.0,487407.0,200750.0,64.58,2,0,493.0,1,2,105300,2,14.03,1,149388.0,70.49,253367,1,0,0,0,0,0,1,0,0,0,0,0,1,0
27,2,0,0,4,2,4,69256,11233.0,0,0,0,0.0,1181810.0,0.0,505855.0,39.13,3,2,663.0,0,0,3723202,30,10.83,1,4290445.0,86.78,3723202,0,1,0,0,0,0,0,0,0,0,1,0,0,0
29,0,0,1,1,1,3,48950,11848.0,1,2591171,28500,58.22,473020.0,62287.0,503056.0,36.78,4,2,419.0,1,3,1617413,15,14.41,1,2118376.0,76.35,4208584,1,0,0,0,0,1,0,0,1,0,1,0,0,0
36,4,0,1,2,10,12,85071,0.0,0,0,0,0.0,424111.0,165552.0,180285.0,24.95,4,2,663.0,0,0,1259327,3,11.86,1,2001689.0,62.91,1259327,0,1,0,0,0,0,0,0,1,0,0,0,0,1
23,2,0,1,2,1,1,41192,0.0,1,813517,9989,24.25,695488.0,0.0,348263.0,56.06,2,1,630.0,0,0,1098627,15,12.13,1,1188538.0,92.44,1912144,0,1,0,1,0,0,0,0,0,0,1,0,0,0
55,2,1,1,1,5,6,99941,0.0,1,5540633,66744,66.78,351048.0,0.0,322921.0,78.67,3,2,440.0,1,4,7059217,25,13.5,1,12467017.0,56.62,12599850,0,0,0,1,0,0,0,0,1,0,1,0,0,0
36,0,3,0,3,9,14,38763,56499.0,1,765473,8804,22.71,648141.0,73195.0,467758.0,37.0,1,2,626.0,0,0,397158,5,12.28,0,3135356.0,65.88499999999999,1162631,1,0,0,0,0,1,0,0,1,0,0,1,0,0
31,4,0,0,4,2,7,52553,0.0,0,0,0,0.0,701519.0,0.0,662229.0,44.14,1,0,682.0,0,0,645774,3,11.9,0,3135356.0,65.88499999999999,645774,0,1,0,1,0,0,0,0,1,0,0,0,1,0
41,1,0,1,1,18,19,174881,205873.0,3,10272839,96842,55.38,763988.0,193122.0,804314.0,33.08,2,3,483.0,1,3,1930500,5,15.53,0,3135356.0,65.88499999999999,12203339,1,0,0,0,1,0,0,0,1,1,0,0,0,0
27,3,0,0,4,0,4,64246,19100.0,2,476435,4949,7.7,1464016.0,266904.0,1697521.0,20.39,3,1,669.0,0,0,297006,3,10.13,0,3135356.0,65.88499999999999,773441,1,0,0,1,0,0,0,0,1,0,0,0,1,0
44,5,0,0,4,5,12,47622,0.0,1,229638,2619,5.5,206253.0,0.0,165770.0,30.22,2,1,669.0,0,0,2396799,30,10.6,1,3607573.0,66.44,2626437,0,1,0,1,0,0,0,0,1,0,1,0,0,0
30,1,0,1,3,2,3,42101,0.0,0,0,0,0.0,878496.0,269255.0,674863.0,36.81,2,2,590.0,1,0,1810384,15,15.71,1,2496570.0,72.51,1810384,0,1,0,1,0,0,0,0,0,0,0,0,0,0
47,3,1,1,2,1,5,75147,0.0,2,3212080,34277,45.61,699850.0,0.0,639333.0,51.26,1,1,577.0,0,2,895903,3,13.53,1,1567272.0,57.16,4107983,1,0,0,0,0,0,0,0,1,0,0,0,1,0
45,1,1,1,1,0,0,59650,34299.0,2,4166493,48702,81.65,68397.0,17193.0,53426.0,41.74,4,1,499.0,0,3,360313,5,13.94,1,370421.0,95.0,4526806,1,0,0,0,1,0,0,0,1,0,0,0,0,1
36,2,2,1,2,3,4,100474,0.0,3,5819958,55829,55.57,876241.0,0.0,780836.0,11.92,2,2,597.0,0,2,693787,3,16.72,1,1264655.0,54.86,6513745,1,0,0,0,1,0,0,0,1,0,0,0,0,1
47,3,1,1,2,2,8,87908,0.0,1,864778,9161,10.42,1906306.0,0.0,764041.0,25.04,3,2,661.0,0,0,3748484,10,10.15,1,7022448.0,53.38,4613262,1,0,0,0,0,0,0,0,0,0,0,0,0,0
36,1,2,0,3,12,12,63591,25928.0,1,3966379,39232,61.69,372572.0,133336.0,442658.0,61.81,2,2,529.0,0,4,2105069,30,14.28,1,2531052.0,83.17,6071448,1,0,0,0,1,0,0,0,1,0,1,0,0,0
22,1,0,1,1,0,0,66482,151559.0,1,2549814,36825,55.39,129558.0,35092.0,200919.0,49.97,1,1,521.0,0,2,262785,2,16.63,1,484484.0,54.24,2812599,0,1,0,0,1,0,0,0,0,0,0,0,1,0
37,3,1,1,1,14,14,123228,6690.0,1,3280196,31588,25.63,1289126.0,728100.0,728277.0,30.54,3,4,653.0,0,0,2924835,10,10.12,0,3135356.0,65.88499999999999,6205031,0,0,0,0,0,0,0,0,1,0,0,0,0,0
63,4,2,1,1,10,34,163288,0.0,1,6277751,83850,51.35,504294.0,146925.0,306549.0,29.85,3,4,450.0,1,4,976932,3,14.53,0,3135356.0,65.88499999999999,7254683,0,0,1,0,0,0,0,0,1,0,0,1,0,0
55,1,1,1,1,5,7,85055,0.0,0,0,0,0.0,436268.0,256432.0,305466.0,59.22,2,1,670.0,0,0,2685770,25,11.87,1,4367987.0,61.49,2685770,0,0,1,0,1,0,0,0,1,0,1,0,0,0
31,4,3,1,1,4,4,77035,10188.0,1,4501754,58867,76.42,333485.0,137738.0,288445.0,68.79,3,3,548.0,0,2,2773966,10,15.5,0,3135356.0,65.88499999999999,7275720,0,1,0,1,0,0,0,0,1,0,0,0,0,0
44,1,1,1,1,20,20,84297,0.0,1,2528658,22963,27.24,1526189.0,0.0,518838.0,21.99,2,1,682.0,0,0,633908,5,10.3,0,3135356.0,65.88499999999999,3162566,0,0,0,0,1,0,0,0,1,0,0,0,1,0
22,4,0,1,1,0,0,84117,72012.0,2,2090387,22276,26.48,699373.0,0.0,437336.0,9.54,4,2,635.0,0,1,4510845,20,11.71,1,7594894.0,59.39,6601232,0,1,0,0,0,0,0,0,1,0,1,0,0,0
38,1,1,1,2,5,7,65594,0.0,1,3276969,69647,95.0,232830.0,0.0,151787.0,48.59,1,2,399.0,1,3,132555,5,15.69,1,287844.0,46.05,3409524,1,0,0,1,0,0,0,0,1,0,0,1,0,0
45,3,0,1,1,5,12,114379,0.0,2,7090680,59808,52.29,235032.0,37733.0,273524.0,48.56,2,1,604.0,0,2,7596950,25,11.7,1,9421533.0,80.63,14687630,1,0,0,1,0,0,0,0,1,0,1,0,0,0
46,3,1,0,2,16,25,52409,0.0,4,4530423,55692,95.0,98552.0,28880.0,108165.0,67.44,3,1,411.0,1,2,196495,7,14.14,1,220910.0,88.95,4726918,1,0,0,1,0,0,0,0,1,0,0,0,0,1
31,1,0,1,2,1,4,64623,0.0,1,3134033,39375,60.93,696760.0,0.0,268771.0,56.56,1,3,397.0,1,3,439175,3,15.55,1,775772.0,56.61,3573208,0,1,0,1,0,0,0,0,0,0,0,1,0,0
48,1,0,1,2,5,16,85793,0.0,0,0,0,0.0,223862.0,67110.0,326550.0,32.83,2,2,687.0,0,0,659758,5,10.91,0,3135356.0,65.88499999999999,659758,1,0,0,1,0,0,0,0,1,0,0,1,0,0
37,0,1,0,4,6,6,36767,0.0,2,950533,11598,82.78961348248227,140307.0,102269.0,198871.0,66.12,3,2,385.0,1,4,1095161,15,15.93,1,1124712.0,95.0,2045694,1,0,0,0,1,0,0,0,0,0,1,0,0,0
37,4,2,0,4,2,4,70636,0.0,3,3244361,26906,38.09,846079.0,0.0,300898.0,46.6,2,3,525.0,1,1,1879444,5,16.81,1,2055067.0,91.45,5123805,1,0,0,0,0,0,0,0,1,0,0,0,0,0
27,3,0,1,1,1,1,56999,0.0,1,1246730,18707,32.82,783620.0,92455.0,944606.0,46.85,2,1,590.0,0,1,403847,2,14.84,0,3135356.0,65.88499999999999,1650577,1,0,0,1,0,0,0,0,1,0,0,1,0,0
30,1,2,1,1,1,2,87935,0.0,1,911011,9112,10.36,317301.0,0.0,214028.0,13.68,3,1,640.0,0,1,520995,2,12.74,0,3135356.0,65.88499999999999,1432006,1,0,0,0,1,0,0,0,1,0,0,1,0,0
22,2,0,1,2,0,1,31875,0.0,0,0,0,0.0,777218.0,652663.0,697809.0,32.68,2,0,644.0,0,0,160242,3,12.38,1,310724.0,51.57,160242,0,1,0,1,0,0,0,0,1,0,0,0,1,0
22,1,0,1,1,0,1,100757,0.0,1,5125389,49131,48.76,302798.0,224690.0,436989.0,54.68,4,3,640.0,0,0,712971,5,12.59,0,3135356.0,65.88499999999999,5838360,0,1,0,1,0,0,0,0,1,1,0,0,0,0
42,1,0,1,2,16,20,157109,18507.0,2,3686608,77179,49.12,578582.0,59106.0,466658.0,28.89,5,5,588.0,0,2,8243205,25,14.71,1,13213554.0,62.38,11929813,1,0,0,0,1,0,0,0,1,0,1,0,0,0
38,3,0,1,2,0,4,91959,19577.0,0,0,0,0.0,1519857.0,430289.0,836396.0,26.89,2,1,693.0,0,0,997251,5,11.45,0,3135356.0,65.88499999999999,997251,1,0,0,0,0,0,0,0,1,0,0,0,1,0
41,3,0,1,2,0,4,64083,0.0,0,0,0,0.0,1272625.0,317180.0,1086645.0,35.55,2,1,660.0,0,0,2205365,20,10.27,1,2280144.0,95.0,2205365,0,1,0,1,0,0,0,0,1,0,1,0,0,0
27,3,1,1,1,1,2,94377,0.0,1,6076323,71125,75.36,122077.0,82227.0,131593.0,29.49,2,3,419.0,1,3,5857834,30,15.18,1,8087032.0,72.43,11934157,0,0,0,1,0,0,0,0,1,0,1,0,0,0
34,3,0,1,2,0,0,42512,0.0,0,0,0,0.0,825120.0,551176.0,899990.0,10.11,2,1,646.0,0,0,2774572,15,13.16,1,5705772.0,48.63,2774572,0,1,0,1,0,0,0,0,0,0,1,0,0,0
62,1,1,0,4,17,20,52805,0.0,1,2394918,28159,53.33,405743.0,0.0,201105.0,70.31,2,2,532.0,0,1,359459,5,16.73,1,541394.0,66.4,2754377,0,0,1,1,0,0,0,0,1,0,0,0,0,1
34,0,0,0,4,0,13,27889,49910.0,1,159040,3487,12.5,227787.0,67996.0,281991.0,25.2,1,1,649.0,0,0,507068,2,13.85,0,3135356.0,65.88499999999999,666108,0,1,0,0,0,0,1,0,0,0,0,0,1,0
35,4,0,1,1,6,13,84651,0.0,0,0,0,0.0,1799483.0,662295.0,1632003.0,23.32,2,2,668.0,0,0,1094231,5,10.77,1,1795315.0,60.95,1094231,0,1,0,1,0,0,0,0,1,0,0,0,0,1
44,3,2,1,1,9,9,96862,0.0,1,5528658,74110,76.51,339397.0,75801.0,180548.0,30.42,2,1,377.0,1,4,3251498,15,14.89,1,5979412.0,54.38,8780156,1,0,0,1,0,0,0,0,1,0,1,0,0,0
35,3,0,1,1,1,6,84919,361990.0,0,0,0,0.0,1628433.0,633267.0,1598246.0,42.71,3,2,673.0,0,0,727181,3,10.65,0,3135356.0,65.88499999999999,727181,0,1,0,1,0,0,0,0,1,0,0,0,1,0
32,4,0,0,2,2,6,90175,0.0,1,5439280,53961,59.84,885374.0,0.0,764928.0,67.78,3,3,553.0,0,2,2900885,10,14.1,1,5621441.0,51.6,8340165,0,1,0,0,0,0,0,0,1,0,0,0,0,0
55,3,0,1,1,5,5,41095,0.0,3,2238753,31988,77.84,316721.0,276405.0,287191.0,74.49,2,2,453.0,1,2,151897,10,13.52,0,3135356.0,65.88499999999999,2390650,0,1,0,1,0,0,0,0,1,1,0,0,0,0
29,4,0,1,2,2,2,99292,201089.0,1,3852920,34221,34.47,488271.0,0.0,476810.0,0.0,2,1,644.0,0,0,2316401,10,12.93,1,2498087.0,92.73,6169321,0,1,0,0,1,0,0,0,1,0,0,0,0,0
29,3,3,0,4,0,0,45296,0.0,0,0,0,0.0,149924.0,40076.0,129675.0,39.1,2,2,691.0,0,0,353582,7,11.93,0,3135356.0,65.88499999999999,353582,1,0,0,1,0,0,0,0,1,1,0,0,0,0
33,4,2,0,4,4,11,88068,0.0,1,3395073,36006,40.88,637024.0,153936.0,524195.0,44.52,2,2,606.0,0,0,248346,5,13.4,0,3135356.0,65.88499999999999,3643419,1,0,0,0,1,0,0,0,1,0,0,0,1,0
49,3,2,1,1,4,25,93615,0.0,2,2040392,22632,24.18,1146432.0,358062.0,933709.0,35.42,5,2,690.0,0,0,3651947,20,10.42,1,4107984.0,88.9,5692339,1,0,0,1,0,0,0,0,1,0,1,0,0,0
41,4,1,1,2,1,20,96600,0.0,1,844623,7016,7.26,1430144.0,463622.0,1103073.0,35.9,2,1,644.0,0,1,3445068,25,13.25,1,5372027.0,64.13,4289691,1,0,0,1,0,0,0,0,1,0,1,0,0,0
24,3,0,0,2,1,1,69243,0.0,0,0,0,0.0,1475801.0,343244.0,1365768.0,49.82,2,1,686.0,0,0,3470550,5,11.03,1,6184273.0,56.12,3470550,0,1,0,0,0,0,0,0,0,0,0,0,0,0
28,4,0,0,3,2,7,47476,0.0,2,822558,7622,16.05,243389.0,0.0,442658.0,18.89,2,1,646.0,0,0,864139,5,12.53,0,3135356.0,65.88499999999999,1686697,1,0,0,0,0,0,0,0,0,0,0,0,1,0
31,3,0,0,4,0,5,47845,0.0,1,284342,3284,6.86,935262.0,410835.0,1008980.0,6.08,4,1,660.0,0,0,2236563,30,10.41,1,3804335.0,58.79,2520905,0,1,0,1,0,0,0,0,1,0,1,0,0,0
65,4,3,1,1,3,34,129778,16592.0,0,0,0,0.0,2139110.0,1800949.0,1828114.0,32.1,4,4,694.0,0,0,660410,10,11.16,0,3135356.0,65.88499999999999,660410,1,0,0,1,0,0,0,0,1,1,0,0,0,0
24,1,0,1,1,1,2,33003,68455.0,0,0,0,0.0,199169.0,0.0,77078.0,32.95,3,0,622.0,0,0,2144186,20,12.44,1,3424117.0,62.62,2144186,0,1,0,0,0,1,0,0,0,0,1,0,0,0
27,4,1,1,1,0,0,39776,0.0,0,0,0,0.0,943145.0,0.0,861183.0,19.29,2,2,675.0,0,0,462624,5,10.12,0,3135356.0,65.88499999999999,462624,1,0,0,1,0,0,0,0,1,1,0,0,0,0
34,3,0,1,1,4,5,73755,18386.0,0,0,0,0.0,1643536.0,0.0,821839.0,9.86,1,3,684.0,0,0,727850,5,11.53,1,1271877.0,57.23,727850,0,1,0,0,0,0,0,0,0,0,0,0,0,1
45,1,1,1,1,18,23,123485,0.0,0,0,0,0.0,2188714.0,0.0,2417777.0,27.92,2,4,671.0,0,0,6269651,15,10.98,1,6919931.0,90.6,6269651,0,0,0,1,0,0,0,0,1,0,1,0,0,0
21,2,0,1,2,0,0,54484,9043.0,0,0,0,0.0,352115.0,248755.0,323975.0,0.0,1,1,673.0,0,0,467117,3,11.93,0,3135356.0,65.88499999999999,467117,0,1,0,1,0,0,0,0,1,0,0,1,0,0
32,1,0,1,1,7,9,110348,0.0,0,0,0,0.0,1681441.0,280609.0,813903.0,30.8,5,3,664.0,0,0,7303699,30,10.46,1,8751108.0,83.46,7303699,0,1,0,1,0,0,0,0,1,0,1,0,0,0
22,2,0,1,1,0,1,90201,400038.0,1,3767350,39195,43.45,224397.0,0.0,166931.0,47.3,3,3,601.0,0,2,4153491,30,13.51,1,4978838.0,83.42,7920841,0,1,0,1,0,0,0,0,1,0,1,0,0,0
28,5,0,1,2,0,7,68570,0.0,1,825292,7687,11.21,727584.0,0.0,673817.0,25.55,1,1,667.0,0,0,2450592,20,10.34,1,4440731.0,55.18,3275884,0,0,0,0,0,0,0,0,1,0,1,0,0,0
48,3,1,1,1,2,14,82061,0.0,0,0,0,0.0,607956.0,0.0,601469.0,20.71,4,2,688.0,0,0,3926458,20,11.95,1,5306416.0,73.99,3926458,1,0,0,1,0,0,0,0,1,0,1,0,0,0
39,4,2,0,2,16,17,107830,11813.0,1,1645781,13897,12.89,1459726.0,0.0,1366695.0,28.53,3,2,651.0,0,0,3543526,15,11.33,1,4909422.0,72.18,5189307,1,0,0,1,0,0,0,0,1,0,1,0,0,0
47,1,2,0,2,1,5,39244,0.0,0,0,0,0.0,174378.0,0.0,182002.0,21.74,1,2,637.0,0,0,2391565,20,11.79,1,2996763.0,79.8,2391565,1,0,0,0,0,1,0,0,1,0,1,0,0,0
27,4,2,0,4,2,4,55269,23425.0,1,3240630,35203,63.69,250286.0,0.0,87719.0,26.84,2,1,372.0,1,5,531703,5,14.92,1,541170.0,95.0,3772333,1,0,0,1,0,0,0,0,0,0,0,0,0,1
51,4,0,1,1,10,26,127270,0.0,0,0,0,0.0,1461981.0,506122.0,1212900.0,3.63,2,2,698.0,0,0,8234399,20,11.93,1,13431615.0,61.31,8234399,1,0,0,1,0,0,0,0,1,0,1,0,0,0
48,1,0,1,3,4,14,57566,0.0,0,0,0,0.0,319084.0,375233.0,269185.0,35.08,3,2,655.0,0,0,388580,7,11.09,1,641635.0,60.56,388580,0,1,0,1,0,0,0,0,1,0,0,0,0,1
44,1,1,1,1,14,15,160825,39191.0,2,11253007,93035,57.85,1816410.0,266526.0,1902111.0,56.75,2,3,596.0,0,2,2235902,3,14.37,0,3135356.0,65.88499999999999,13488909,0,1,0,0,1,0,0,0,1,0,0,0,1,0
42,3,0,0,4,11,13,79117,0.0,4,6558292,63557,80.33,101444.0,24557.0,157668.0,57.62,2,1,512.0,0,2,1205614,3,15.69,0,3135356.0,65.88499999999999,7763906,1,0,0,1,0,0,0,0,1,0,0,0,1,0
40,4,0,0,2,6,6,90947,54118.0,0,0,0,0.0,515076.0,308899.0,229214.0,49.63,2,3,676.0,0,0,618859,5,11.39,0,3135356.0,65.88499999999999,618859,1,0,0,0,0,0,0,0,1,0,0,1,0,0
41,5,2,1,1,12,19,81884,13753.0,2,739681,15948,19.48,487778.0,123802.0,309387.0,19.7,4,2,666.0,0,0,3354690,15,10.33,1,5684103.0,59.02,4094371,1,0,0,0,0,0,0,0,1,0,1,0,0,0
57,1,0,1,1,3,16,74528,0.0,0,0,0,0.0,1313800.0,0.0,1260532.0,32.12,1,2,686.0,0,0,958115,5,10.61,1,1398557.0,68.51,958115,0,0,1,1,0,0,0,0,0,0,0,0,0,1
